key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,key_resp.rt
space,4.556,z,26.166,3.986666667,6.357,0,0,0,0,1,stim/sis.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,
,,y,6.052,3.006666667,3.169,0,1,1,1,1,stim/sos.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,
,,,,,,,,,,,stim/sis.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,space,1.946,z,8.042,3.006666667,2.752,0,0,0,0,1,,
,,,,,,,,,,,stim/sos.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,y,2.082,4.04,0.771,0,1,1,1,1,,
,,,,,,,,,,,stim/sys.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,v,2.816,5,1.569,0,2,2,3,1,,
,,,,,,,,,,,stim/sus.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,p,2.766,4,1.694,0,3,3,2,1,,
,,,,,,,,,,,stim/sys.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,v,2.118,4.926666667,1.323,1,0,4,3,1,,
,,,,,,,,,,,stim/sos.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,y,5.4,2.973333333,1.225,1,1,5,1,1,,
,,,,,,,,,,,stim/sis.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,q,3.601,3.006666667,1.562,1,2,6,0,1,,
,,,,,,,,,,,stim/sus.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,p,2.919,3.986666667,1.458,1,3,7,2,1,,
,,,,,,,,,,,stim/sus.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,p,2.958,3.98,1.772,2,0,8,2,1,,
,,,,,,,,,,,stim/sys.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,v,4.366,2.966666667,1.488,2,1,9,3,1,,
,,,,,,,,,,,stim/sos.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,y,5.772,3.006666667,1.35,2,2,10,1,1,,
,,,,,,,,,,,stim/sis.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,q,3.623,4.033333333,1.332,2,3,11,0,1,,
,,,,,,,,,,,stim/sys.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,v,2.468,4.006666667,1.088,3,0,12,3,1,,
,,,,,,,,,,,stim/sos.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,m,3.4,2.993333333,1.689,3,1,13,1,1,,
,,,,,,,,,,,stim/sis.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,q,3.75,3.953333333,1.236,3,2,14,0,1,,
,,,,,,,,,,,stim/sus.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,v,1.72,4.02,1.652,3,3,15,2,1,,
,,,,,,,,,,,stim/sis.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,z,2.7,2.946666667,1.101,4,0,16,0,1,,
,,,,,,,,,,,stim/sos.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,m,3.974,2.033333333,1.704,4,1,17,1,1,,
,,,,,,,,,,,stim/sus.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,v,1.619,1.973333333,4.901,4,2,18,2,1,,
,,,,,,,,,,,stim/sys.wav,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,v,1.935,4,0.991,4,3,19,3,1,,
,,,,,,,,,,,,611159e63d60cf04963422b2,001,2021-10-23_14h17.12.453,phoneme_categorization_task,2021.2.3,MacIntel,62.5,,,,,,,,,,,,space,3.283
