key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,key_resp.rt
space,13.1889,p,9.2062,6.138888889,2.4564,0,0,0,1,1,stim/sos.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,,,,,,,,,,,
,,z,4.2581,6.444444444,2.8039,0,1,1,0,1,stim/sis.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,,,,,,,,,,,
,,,,,,,,,,,stim/sis.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,space,2.61,z,6.0396,6.883333842,3.474,0,0,0,0,1,,
,,,,,,,,,,,stim/sys.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,q,8.9976,3.755555471,1.0845,0,1,1,3,1,,
,,,,,,,,,,,stim/sus.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,p,10.4683,2.616666582,1.2545,0,2,2,2,1,,
,,,,,,,,,,,stim/sos.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,m,5.2471,6.211111281,1.0442,0,3,3,1,1,,
,,,,,,,,,,,stim/sos.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,m,2.5145,6.461111281,0.8897,1,0,4,1,1,,
,,,,,,,,,,,stim/sis.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,z,2.7324,6.288888719,1.5931,1,1,5,0,1,,
,,,,,,,,,,,stim/sys.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,z,4.6848,5.044444614,1.5891,1,2,6,3,1,,
,,,,,,,,,,,stim/sus.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,p,10.1575,3.10000017,0.7441,1,3,7,2,1,,
,,,,,,,,,,,stim/sus.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,p,1.276,1.872222265,0.9922,2,0,8,2,1,,
,,,,,,,,,,,stim/sos.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,m,3.5171,6.461111281,1.229,2,1,9,1,1,,
,,,,,,,,,,,stim/sis.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,z,2.5374,6.244444953,1.1519,2,2,10,0,1,,
,,,,,,,,,,,stim/sys.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,p,2.4494,2.883333418,0.852,2,3,11,3,1,,
,,,,,,,,,,,stim/sys.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,p,1.7,1.633333418,0.7789,3,0,12,3,1,,
,,,,,,,,,,,stim/sus.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,p,3.6519,2.611111111,1.062,3,1,13,2,1,,
,,,,,,,,,,,stim/sis.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,z,2.1374,5.688888974,1.3699,3,2,14,0,1,,
,,,,,,,,,,,stim/sos.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,m,2.9249,5.966667175,0.8376,3,3,15,1,1,,
,,,,,,,,,,,stim/sus.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,p,8.6,3.300000085,1.0067,4,0,16,2,1,,
,,,,,,,,,,,stim/sis.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,z,1.9855,6.25,1.0442,4,1,17,0,1,,
,,,,,,,,,,,stim/sos.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,m,4.0441,6.138888889,1.0796,4,2,18,1,1,,
,,,,,,,,,,,stim/sys.wav,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,z,8.1668,4.800000085,1.0359,4,3,19,3,1,,
,,,,,,,,,,,,5dc3d3eb22dac42b4ab3aa9a,001,2021-10-23_19h27.20.728,phoneme_categorization_task,2021.2.3,Win32,58.65102639,,,,,,,,,,,,space,3.0646
