key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,key_resp.rt
space,5.111,y,11.951,5.243055556,4.945,0,0,0,1,1,stim/sos.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,
,,q,1.983,5.6875,5.039,0,1,1,0,1,stim/sis.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,
,,,,,,,,,,,stim/sos.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,space,2.543,y,1.8,5.472222222,1.691,0,0,0,1,1,,
,,,,,,,,,,,stim/sis.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,q,2.188,5.805555556,2.175,0,1,1,0,1,,
,,,,,,,,,,,stim/sus.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,p,14.374,2.590277778,3.539,0,2,2,2,1,,
,,,,,,,,,,,stim/sys.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,v,3.599,5.986111111,2.29,0,3,3,3,1,,
,,,,,,,,,,,stim/sis.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,q,2.398,5.354166667,2.224,1,0,4,0,1,,
,,,,,,,,,,,stim/sos.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,y,4.184,5.722222222,2.874,1,1,5,1,1,,
,,,,,,,,,,,stim/sys.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,v,3.882,6.173611111,4.641,1,2,6,3,1,,
,,,,,,,,,,,stim/sus.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,p,7.347,2.569444444,1.36,1,3,7,2,1,,
,,,,,,,,,,,stim/sis.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,q,2.498,4.270833333,2.706,2,0,8,0,1,,
,,,,,,,,,,,stim/sys.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,z,8.718,3.638888889,2.279,2,1,9,3,1,,
,,,,,,,,,,,stim/sos.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,y,11.639,5.534722222,2.157,2,2,10,1,1,,
,,,,,,,,,,,stim/sus.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,v,9.216,4.458333333,1.392,2,3,11,2,1,,
,,,,,,,,,,,stim/sus.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,v,2.965,4.486111111,1.526,3,0,12,2,1,,
,,,,,,,,,,,stim/sos.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,p,6.115,2.472222222,1.292,3,1,13,1,1,,
,,,,,,,,,,,stim/sis.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,q,2.832,5.5625,2.34,3,2,14,0,1,,
,,,,,,,,,,,stim/sys.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,v,5.147,5.916666667,2.058,3,3,15,3,1,,
,,,,,,,,,,,stim/sis.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,q,3.9,5.833333333,2.243,4,0,16,0,1,,
,,,,,,,,,,,stim/sys.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,v,5.237,5.361111111,1.742,4,1,17,3,1,,
,,,,,,,,,,,stim/sus.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,p,9.444,3.972222222,1.851,4,2,18,2,1,,
,,,,,,,,,,,stim/sos.wav,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,y,3.935,5.152777778,2.99,4,3,19,1,1,,
,,,,,,,,,,,,,001,2021-10-26_17h29.34.255,phoneme_categorization_task,2021.2.3,Win32,59.95203837,,,,,,,,,,,,space,21.673
