key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,stim,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,key_resp.rt
space,17.3421,q,8.1116,6.427777608,10.336,0,0,0,0,1,stim/sis.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,,,,,,,,,,,
,,p,7.0568,5.244444529,3.8962,0,1,1,1,1,stim/sos.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,,,,,,,,,,,
,,,,,,,,,,,stim/sis.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,space,2.1526,q,2.4583,6.705555386,1.6932,0,0,0,0,1,,
,,,,,,,,,,,stim/sus.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,p,3.6855,6.06111145,1.8128,0,1,1,2,1,,
,,,,,,,,,,,stim/sos.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,p,8.1591,4.122222477,1.3423,0,2,2,1,1,,
,,,,,,,,,,,stim/sys.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,v,11.5414,5.061111026,1.3873,0,3,3,3,1,,
,,,,,,,,,,,stim/sos.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,y,5.5991,4.633333418,2.4341,1,0,4,1,1,,
,,,,,,,,,,,stim/sus.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,v,2.7057,4.244444529,1.2555,1,1,5,2,1,,
,,,,,,,,,,,stim/sys.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,g,5.9636,4.011111365,1.1444,1,2,6,3,1,,
,,,,,,,,,,,stim/sis.wav,5a5479b4ac56240001537ffa,001,2021-10-26_19h39.53.774,phoneme_categorization_task,2021.2.3,Win32,60.03842459,,,q,2.4865,6.294444614,1.3863,1,3,7,0,1,,
